id	label
Q7289873	Ramon Saro
Q466383	American Pie Presents: The Naked Mile
Q3609475	Aleksandar Todorovski
Q128927	Monsieur Ibrahim
Q535972	Big Daddy Kane
Q2722024	Bolo
Q6382393	Kebedech Tekleab
Q6124970	The New Edge
Q637373	Walter Wanderley
Q463302	Joanna Baillie
Q4871198	Battle of Hefei (208)
Q72717	Elia Kazan
Q4026942	Labor Day
Q155585	Empress Maria Alexandrovna of Russia
Q1761031	Alex Liddi
Q4934278	Bob Vincent
Q155904	Aconitum
Q14950401	Howard Barbieri
Q5642973	Hallie Foote
Q736766	Wolfmother
Q7739227	The Hearts of Lonely People
Q7429025	Say What You Feel
Q7969646	Warmonger
Q16001440	Malouf Abraham, Sr.
Q2438733	The Simpsons: Bart's House of Weirdness
Q775586	King of New York
Q3620981	Scandal in Black
Q19162208	Puppy Love
Q149632	2594 Acamas
Q6716737	Dandelion Family
Q388944	Wrong Turn
Q181528	Libyan Desert
Q7194357	Pilot
Q5497978	Frederick Hastings Rindge House
Q4595878	1DOL
Q7771541	The Uninvited Guest
Q7232306	Portrait of Sinatra: Columbia Classics
Q7807806	Tin Star
Q455808	Mike Rowe
Q154287	Willem II of the Netherlands
Q186162	La traviata
Q4582704	Adolf Hedin
Q220570	pulmonary embolism
Q7922251	Vernon Tomlin
Q108418	Cook County
Q16734273	Yash A Patnaik
Q1192393	3737 Beckman
Q2253496	The Pirates of Blood River
Q19961546	Tula: The Revolt
Q7236048	Powel Crosley, Jr.
Q13605982	Solomon Hill
Q648986	Gholamreza Takhti
Q942952	9539 Prishvin
Q7177814	Peter X. Kelly
Q1106742	Pat O'Connor
Q531340	Ghajini
Q1335059	MU Ursae Majoris
Q3207891	Crown of Slaves
Q2361887	internal bleeding
Q6529975	Les Schwab
Q3531791	Tony Jordan
Q931165	Clueless
Q47821	Malcesine
Q5648323	Hank Fischer
Q559113	Esplanade – Theatres on the Bay
Q5427327	FVLGVRES
Q5428062	Fabric 14
Q15027402	Q15027402
Q486899	Buddy Collette
Q1712147	Julian of Sora
Q195378	Anglo-Nepalese War
Q2599128	Treehouse of Horror III
Q3268260	Theodore Hamberg
Q323331	Peter Lax
Q10514320	Martin Železník
Q6218886	John Amabile
Q2449461	A Woman
Q6758579	Marcy Rae
Q895440	Bowfinger
Q2765056	Pitch
Q516046	Noëlle Boisson
Q7713650	Q7713650
Q1177114	David Peoples
Q2080305	Tony Kanal
Q5439532	Feast III: The Happy Finish
Q390779	Arabella
Q1773	Riga
Q4764070	Angus Buchan's Ordinary People
Q6775811	Martin Jeppesen
Q5940914	Abjeez
Q6231972	John Evan Thomas
Q7308292	Reggie Rembert
Q442783	Bernardi Ramazzini
Q584364	Henry Lillie Pierce
Q5694623	Heaven
Q684756	2814 Vieira
Q16244342	Mike Morris
Q12124759	Her Summer
Q6114114	Jack Miller
Q1131249	Seth Lakeman
Q2924879	Brian Cashman
Q712462	Wilfrid Sellars
Q4045545	Nue
Q3426019	René Cloërec
Q5264534	Desiya Geetham
Q399637	Haruna Kojima
Q60917	Barbara Sukowa
Q5309286	Drums O' Voodoo
Q2002163	BP Pedestrian Bridge
Q6898606	Monday's Child
Q2915395	Kit Lambert
Q8061077	Yume Miru Uchuu
Q855141	Bhuvan Shome
Q3007745	Curse of the Vampires
Q3964614	Somewhere Out There
Q7287720	Ralph Johnson
Q7805248	Time and Magik: The Trilogy
Q1066953	Charlie Monroe
Q5294443	Donald Gray
Q688681	Martin Disteli
Q5444012	Ferenc Gordon
Q472105	The Return of the Musketeers
Q1120576	Communist Party of Britain
Q1048113	Bolot Beishenaliev
Q744138	Lempira Department
Q6145403	James Whitcomb Riley Museum Home
Q2412405	The Last Witness
Q2713766	Fabrizio I Colonna
Q575306	Cairo
Q704640	Yasuji Okamura
Q1148376	Matt Beaumont
Q1671523	Into the Sun
Q228860	Colbie Caillat
Q21791	Nadine Strossen
Q1156526	Minus the Machine
Q1396395	Neil Ashcroft
Q2438253	Battle of Appomattox Station
Q6943830	Mutharamkunnu P.O.
Q602353	Watts
Q11736	Tianjin
Q7414	The Walt Disney Company
Q47424	Pellio Intelvi
Q15999786	Q15999786
Q1540481	Highway to Hell
Q350555	Arūnas Matelis
Q215433	Franz Allers
Q7325368	Richard E. Ellsworth
Q7717524	The Big Bluff
Q7176694	Peter Drummond
Q58749	Piedimonte Matese
Q7262034	Tony Camazzola
Q185603	Waka/Jawaka
Q642779	Tulsa
Q7846819	Troy Eid
Q4055572	Akhmed Avdorkhanov
Q3909911	Gone
Q2439537	Tom Brower
Q239897	Joann Sfar
Q713989	Yongchuan District
Q16145966	Rachael Ancheril
Q156622	Giorgio de Chirico
Q6228408	John Dale
Q1029283	David Pingree
Q5048869	Casino Night
Q2175889	Big John Bates
Q4542027	(18529) 1996 WK3
Q156747	Poltava
Q100785	Compiano
Q425931	Dammit
Q1853270	Starship Troopers 2: Hero of the Federation
Q5429192	Faded Love
Q151606	Place Vendôme
Q7203389	Playing Columbine
Q7346593	Robert L. Lippert
Q6195525	Jim Heise
Q3118802	Robert Sapolsky
Q995363	The Stars Look Down
Q1165439	JLS
Q453723	Jean-Louis Pons
Q3793410	Appointment with Danger
Q1667271	Mattias Östberg
Q4214157	Ruben Karapetyan
Q509564	5128 Wakabayashi
Q16246484	Andamion Murataj
Q38848	heavy metal
Q1007923	Daniele Luchetti
Q5429804	Fair Ground
Q1869406	La Femme Nikita
Q151506	3405 Daiwensai
Q700243	The Blue Light
Q448142	Grigory Semyonov
Q7322789	Ricardo Rincón
Q6505386	Lay Raksmey
Q8015780	William Moore Benidickson
Q170252	Los del Río
Q2937589	Capricorn
Q957689	Samir Beloufa
Q45188	Coldplay
Q882	Charlie Chaplin
Q3603350	Abdelaziz Souleimani
Q2422991	Knight Lore
Q498045	Takuro
Q3029740	Dirty Weekend
Q4924441	Blake Moore
Q4145841	mixture rock
Q1285643	Edmond Hoyle
Q33231	photographer
Q5305417	Dragons of Argonath
Q242838	Krystal Meyers
Q17495783	Q17495783
Q4733561	Alma Julia Hightower
Q5304703	Castlevania: Symphony of the Night Original Game Soundtrack
Q3657	Rietavas
Q162331	The 400 Blows
Q147100	2042 Sitarski
Q11806	John Adams
Q5246189	Dean H. Kenyon
Q4871678	Battle of Marion
Q2905596	The Blackstone Hotel
Q3625045	Asia Cruise
Q123465	Paolo Agostino
Q7328281	Richard Parnell Habersham
Q2842982	American Morning
Q14955295	Q14955295
Q6527010	Leopold Lichtenberg
Q233882	Frances Conroy
Q1961750	Chinese Roulette
Q806432	Banffshire
Q1192488	Hana and Alice
Q6548173	Lillian McMurry
Q217303	Trapped
Q124230	Paddington
Q507854	Karlstadt am Main
Q926324	Tamil cinema
Q2597292	Balibo
Q6287923	Joseph Whitehead
Q3155258	Ishaqzaade
Q4021200	X-Men II: The Fall of the Mutants
Q188176	William S. Burroughs
Q165318	Crime and Punishment
Q3361615	Palmer Hayden
Q1370988	Salamander
Q7150274	Paul Dickey
Q1403510	The Invitation
Q949784	Caro diario
Q3016011	They Go Boom
Q2118007	Unto the Locust
Q5601304	Toronto - Greatest Hits
Q2701056	Ten Years Gone
Q4839183	Back Track
Q7781496	Theo Tams
Q7445965	Seetee Ship
Q535642	Die You Zombie Bastards!
Q471970	Amir-Abbas Hoveyda
Q7407437	Sam Durant
Q16066376	Charles Hoare
Q6013749	inauguration of James K. Polk
Q968565	William Tenn
Q1982260	Mobile Suit Gundam: Gundam vs. Gundam Next
Q1755987	Ao Meu Brasil
Q7383685	Ruído Rosa
Q5486720	Frank Funk
Q69349	Lothar Späth
Q1302078	Over 21
Q11377308	Takahiro Imanami
Q13582226	Nuba Conversations
Q654283	Def Jam Recordings
Q5449435	Final Score
Q2314831	The Deaths of Ian Stone
Q6172177	Jeanne Pruett
Q6694920	Lu Xuechang
Q6894730	Moira Lynd
Q928076	Introspective
Q216961	Eurodance
Q1658492	Ninja Gaiden II: The Dark Sword of Chaos
Q2053824	Norton Knatchbull, 6th Baron Brabourne
Q262199	Margit Sandemo
Q14492072	Gary Seitz
Q2568488	Lady!!
Q592481	Anton Pertl
Q14317024	True Story
Q3874193	Nedlands
Q819016	Carlos Santana
Q943976	Let Me Entertain You
Q738526	Closely Watched Trains
Q5006853	C. Scott Grow
Q2286535	Silver Monk Time
Q7945266	W.W. and the Dixie Dancekings
Q6146544	Jamie Alcroft
Q287460	Angus Wilson
Q149517	2555 Thomas
Q5178825	Cousin Wilbur
Q1501369	Gene Barge
Q10394643	Q10394643
Q7791724	Thomas Lauder
Q1770340	Pablo Andrés González
Q5605255	Greg Banaszak
Q544413	Payo Enríquez de Rivera
Q5489536	Frank Shellenback
Q7586215	Sri Ramadasu
Q1324327	Vicente Rondón
Q3631019	Ibrahim Adil Shah II
Q16843459	Hier und Jetzt
Q679699	Sisinio González Martínez
Q2110427	Super Monaco GP
Q1154230	DJ Pooh
Q2049707	Longing in Their Hearts
Q3776134	Great Jones Street
Q1361996	Vladimir Gusinsky
Q1366196	Gothic War
Q5018940	Calcutta Mail
Q608424	The Deep End of the Ocean
Q8436	family
Q281249	Ashutosh Gowariker
Q281894	Converge
Q6172926	Álvaro Solís
Q3282814	The Shielding Shadow
Q5075902	Charles Burnett
Q10280325	Fausto Fawcett
Q3791386	The Space Vampires
Q546253	Hannah Jane Fox
Q1193773	The Prisoner of Zenda
Q3431195	Richard Scarry's Busytown
Q1502275	Genjirō Kaneko
Q1220379	Go, Diego, Go!
Q6833577	Michael Pollock
Q6912852	Morning Orbit
Q4965440	Sarra Manning
Q2608674	Girl Talk
Q4425817	Vsevolod Nikolaevitsj Sobolev
Q6701437	Luiz Fernando Carvalho
Q7677888	Q7677888
Q174699	Midnight Express
Q650980	Robert Bourassa
Q77123	Ludwig Diels
Q69648	Brigitte Mira
Q713620	John Dawson
Q7341107	Robby Thompson
Q706760	Clive Bunker
Q44449	Randy Orton
Q2053386	Discovery Bay
Q234050	Erasmus Darwin
Q1916955	Meg Christian
Q607750	6907 Harryford
Q7436065	Scott Buete
Q100714	Albert Krebs
Q897752	Excalibur
Q81720	Silesia
Q2061752	Kiss Me Deadly
Q18147	Ponderano
Q7718257	The Black Book
Q3026615	Dick Lundy
Q7287326	Ralph Carter
Q171343	Society Dog Show
Q3077738	The Bling Ring
Q95413	Jenny Winkler
Q171565	Yves Giraud-Cabantous
Q6270451	Jon Bruning
Q17019584	So Natural
Q2852356	Another Lonely Hitman
Q174224	Wilmington
Q5558418	Giant Squid
Q1133113	The Wayward Sons of Mother Earth
Q3979120	Symptoms + Cures
Q1793573	Sumantra Ghoshal
Q3850444	Mary Carson Breckinridge
Q7606919	Steins;Gate: The Movie − Load Region of Déjà Vu
Q444590	Battle of Faesulae
Q7729598	The Definitive Collection (A Life in Music)
Q7721539	The Case of the Toxic Spell Dump
Q1173707	Night of the Pencils
Q9086686	The Battle of Epping Forest
Q7280236	Radhi-O
Q3989336	The Slave Girl
Q985634	(7423) 1992 PT2
Q2138089	La Captive
Q18287634	Dagmar's Hot Pants, Inc.
Q318154	Nasser Asphalt
Q218064	Dalis Car
Q5220700	Danny O'Donnell
Q3282946	Cuando llega el amor
Q2030424	Tahmina
Q217298	David Letterman
Q652733	Can I Play with Madness
Q182299	Chania
Q4062658	Hello
Q503264	Gregg Allman
Q3472226	Long Road to Heaven
Q5720	Land of Valencia
Q454213	Tomás Mac Giolla
Q4921727	Newin Chidchob
Q2140288	Battle of Williamsburg
Q364406	Kelly Slater
Q703857	Three Kingdoms: Resurrection of the Dragon
Q16028676	The Marchers
Q2623575	Brendan Augustine
Q734	Guyana
Q918363	Cabaret
Q6684477	Lost in the Ozone
Q43421	Richmond
Q5188723	Crossmaheart
Q3521312	The Hound of the Baskervilles
Q485368	E-Tribe
Q3314491	Miloš Urban
Q12816986	Kaliram Medhi
Q707374	Per Hækkerup
Q53114	Hodierna of Jerusalem
Q3090698	Thanks a Million
Q6902658	Monster
Q3307629	A Stranger Came Home
Q16237120	Marcel Hillaire
Q7964312	Walter Blair
Q5422835	Eyes of the Calculor
Q2736	association football
Q586762	Westport
Q179374	Robert Owen
Q2067701	The Qemists
Q11877740	electric sitar
Q6033502	Gunnar Palme
Q2558736	Ace Combat 04: Shattered Skies
Q2417765	Theodor Heyse
Q7733474	The Farseekers
Q236497	Loleatta Holloway
Q58860	Gustav Ritter von Kahr
Q3495081	Simba
Q904664	Gábor A. Somorjai
Q649985	Asie Payton
Q5222990	Dariusz Dźwigała
Q3929319	Ragazza di periferia
Q271696	Bonita Granville
Q3875010	Aziatix
Q3595183	Rajendra Singh
Q159846	Paramount Pictures
Q273979	Mutnedjmet
Q1597011	Peter Matz
Q477630	The Outlaw Josey Wales
Q308879	small forward
Q170147	Hans Reichenbach
Q4816038	Atlanta City Hall
Q575432	Benton
Q464764	Paul Vogel
Q1143438	The Mysterious Mr Quin
Q2019145	Guru Tegh Bahadur
Q1799	Wrocław
Q7171845	Pete Beathard
Q4306695	2011–12 Strait of Hormuz dispute
Q1598973	Stijn Stijnen
Q2302274	Sonny James
Q2524056	Robert Ashley
Q7179253	Petrônio Gontijo
Q5597693	Ulf Björlin
Q7495135	Sherman Block
Q1698771	John of Parma
Q7677734	Take Me to Your Heart Again
Q130857	disc jockey
Q6068594	Bora Öztoprak
Q34414	Rear Window
Q1941467	Stay on My Side Tonight
Q3850787	Mashed
Q3992660	Tomie: Revenge
Q739580	Assassin's Creed: Bloodlines
Q6289270	Josh Pyke
Q10307974	Jonas Torres
Q951821	Terence Fisher
Q59146	Kyrenia District
Q15488745	Rich Homie Quan
Q157252	818 Kapteynia
Q583712	Harry Catterick
Q5432288	Falling
Q829523	The Plot to Kill Hitler
Q5618033	Gumapang Ka Sa Lusak
Q7291468	Randal Malone
Q4111250	Everson Walls
Q16202878	Amoeba Cleansing Syndrome
Q4932180	Bob Cullingford
Q5305462	Dragonwings
Q2274684	Magical Emi, the Magic Star
Q4983902	Bud Millikan
Q6759214	Margaret Brown
Q19204627	American football player
Q1274453	Michael Tollin
Q863851	Bingo Players
Q13643306	Leslie Norris
Q1139283	Michael Roark
Q6796431	May Bukas Pa
Q1041618	Carla's Song
Q579971	Battle of Lake George
Q97397	Mareike Carrière
Q5490181	Frank Wainright
Q5565287	Giulio Sanseverino
Q310411	Carlos Boozer
Q5304483	Dr. Wonder's Workshop
Q5302942	Down for Life
Q3795020	The Clown
Q5128778	Claude Crabb
Q158903	Shusha
Q10486395	Sam Slocombe
Q1141504	The Last House on the Left
Q6748051	Mandi Lampi
Q3220782	The Chameleon
Q2474321	Volodymyr Sharan
Q7998308	Wicked Wisdom
Q3840665	Lunar Womb
Q5271417	Diane Chamberlain
Q477707	The Wild Child
Q2457059	Sengoku
Q290400	Too Young to Die
Q5240352	David Thomas
Q19822655	Krava na Mjesecu
Q1222269	Dieter Kirchlechner
Q7037883	Nina Burleigh
Q5953146	Hybrid Tango
Q7194675	Pimp My Ride
Q582275	3000 Leonardo
Q543375	Uglies
Q2323986	Bill Mantlo
Q7738094	The Greatest Wish in the World
Q925055	William Mahone
Q7672393	TV Patrol Northwestern Mindanao
Q5351460	El Jeffrey
Q964653	Carter Beauford
Q747322	Madurodam
Q712231	Chuck Smith
Q6809172	Megumi Makihara
Q36666	Tiền Giang
Q3775069	Grand Lake
Q2321115	José Balta
Q3137	Jim Clark
Q11814169	Paweł Komorowski
Q192465	Chick Corea
Q7418832	Sannappa Parameshwar Gaonkar
Q2534007	Crooklyn
Q2168831	Rotkäppchen
Q195371	Cantinflas
Q5300774	Doug Naylor
Q94485	A. C. Newman
Q3748071	Forged by Fire
Q1154222	DJ Pierre
Q3248707	Chromo
Q4659346	A Scare at Bedtime
Q384	Skopje
Q5439352	Fear X
Q2719211	Next Level Games
Q16006770	Herb Hall
Q2093432	Pierre Dux
Q6503631	Lawless Heart
Q4790459	Ariel Salinas
Q1141508	The Iron Man: The Musical by Pete Townshend
Q6303466	Judith Hoffberg
Q3107035	Tales Schutz
Q1495688	William Beall
Q1248669	One Day at a Time
Q2708498	16596 Stephenstrauss
Q62498	Engelbert Zaschka
Q1199417	The Last Day of a Condemned Man
Q1876579	Luisa Zappa
Q3764420	Sultan Salahuddin Owaisi
Q7272	socialism
Q3959234	Shauna Mullin
Q1014	Liberia
Q1525553	Giorgio Stegani
Q2355014	Étienne Aignan
Q234099	Maki Goto
Q16008370	Tom Forcade
Q2654567	Undead Indeed
Q6491069	Larry Santos
Q1158012	Dallas Tornado
Q7847292	Trudy Stevenson
Q444525	Timerider: The Adventure of Lyle Swann
Q5255097	Graham Simpson
Q2885570	Barrett Jones
Q6267788	Johnny Thunder
Q45068	Carl XVI Gustaf of Sweden
Q667701	Sweet Kisses
Q1792	Gdańsk
Q439955	Michael Wolff
Q7775508	The Woman Who Did
Q4908869	Bill Eagan
Q6241728	John Jay Shipherd
Q150750	KAT-TUN
Q180704	Iron Man
Q4957102	Brandon Tyler
Q635989	Dragon Ball Z: Idainaru Dragon Ball Densetsu
Q663298	The Cat's Meow
Q3176488	Jeff Francis
Q77529	Ida Noddack
Q583870	Blade: The Series
Q4772622	Anthony Green
Q102851	Boethius
Q173063	Castile
Q5530897	Genc Mehmeti
Q16225521	Phil Hay
Q700705	Battle of Saipan
Q3303109	Maze of Galious
Q7655540	Sweet Tea
Q7730545	The Dogs of War
Q5194891	Q5194891
Q777874	Rock the Night: The Very Best of Europe
Q2982788	Ximena Sariñana
Q867258	Jayson Sherlock
Q4986194	Bugis Street
Q2475653	Subhash Ghai
Q24645	Elkhart County
Q5637600	Hadas
Q1602021	Helen Zelezny-Scholz
Q44272	Michel Foucault
Q3309251	Michel Chartrand
Q5295654	Donell Nixon
Q1981082	Sadeness
Q270664	Victor Garber
Q4444	Wanted
Q325575	Sweet November
Q1939097	Mission of Burma
Q252	Indonesia
Q5438262	Faust: Live at Klangbad Festival
Q313696	Joseph P. Kennedy Sr.
Q4940612	Susanne Breuning
Q7739499	The Heroes
Q77111	Friedrich Jeckeln
Q897376	Braid
Q148215	2215 Sichuan
Q1616030	One Night Stand
Q4853277	Bamaji Lake
Q2621820	14919 Robertohaver
Q6698584	Lucy Woodward
Q168693	Jean-Pierre Melville
Q188732	Gomel Region
Q5477589	Fractured
Q3712374	Do You Love Your Wife?
Q3349039	Océane
Q1806411	James Stillman Rockefeller
Q1372226	Kendall Marshall
Q6864773	Mingo y Aníbal, dos pelotazos en contra
Q1154327	XIII
Q541962	Jeff Minter
Q6541915	Lazar Radović
Q68750	Mexican War of Independence
Q2527695	Vipava
Q1639537	Blood (Franz Ferdinand album)
Q7175628	Peter Mamakos
Q472092	Andrei Bolibrukh
Q6252091	John Patrick Hamilton
Q10396284	Q10396284
Q1778799	BBC Radiophonic Workshop
Q47122	Enrique Iglesias
Q3790448	I Sell the Dead
Q117	Ghana
Q7286934	Raleigh Roundtree
Q6930073	Ms. Foundation for Women
Q5466725	For Freedom
Q7812507	Todd Loren
Q5485838	Frank Cimorelli
Q5269268	Dharmachari Subhuti
Q2607839	William Des Vœux
Q16161212	The Main Event
Q452652	Maggie Bell
Q4880113	Bees in Paradise
Q134672	Exeter
Q206635	Trembling Before G-d
Q7728002	The Creature of Black Water Lake
Q7150227	Paul Dempsey
Q43274	Charles III
Q55210	Abbas Kiarostami
Q16104923	Thomas J. Madden
Q1007	Guinea-Bissau
Q6524859	Leon Roberts
Q12283505	Konstantin
Q1517846	Operator Please
Q109780	George Elokobi
Q16389279	Yellow Fever
Q42603	priest
Q2621055	12152 Aratus
Q1190056	Truth
Q6489943	Larry Bethea
Q2534732	Mirrors
Q6470294	Lady Kash and Krissy
Q1076942	Chris Anstey
Q211539	Peter Singer
Q164714	Danes
Q2919243	Bryce Soderberg
Q6177722	Jenn Korbee
Q3213896	Voices
Q7948241	WCZR
Q6726018	Mad Money
Q1545013	Plenty
Q2118787	Two Evil Eyes
Q3035680	Don't Need to Say Good Bye
Q1443454	Francis Montague Holl
Q3713545	Don Jardine
Q220830	surf music
Q704780	A Touch of Zen
Q2620349	16669 Rionuevo
Q5191874	Cuatro Caminos
Q2204970	Racket Attack
Q2625909	Siyanda Xulu
Q549532	Robert Smith
Q2939950	Melody Hill
Q857211	The Rugrats Movie
Q1570038	Steve Wariner
Q3857462	Mike Tolbert
Q379156	Advance
Q656762	(9412) 1995 GZ8
Q1134327	Mark Driscoll
Q16183011	Cho Hyun-young
Q464951	Flags of Our Fathers
Q1624365	Lightning Over Water
Q7263206	Pyracurse
Q969232	Ettore Puricelli
Q7714754	The Astounding She-Monster
Q1131556	The Pink Panther
Q3521189	The Hammer
Q497177	Victor Baltard
Q3232774	In the Shadow of the Wind
Q2468284	Vicente Lucas
Q2564351	Jack McFarland
Q738933	3234 Hergiani
Q3732090	Erna Schürer
Q167059	Raphael Maitimo
Q4771610	Anthems for Worship
Q5074323	Charice: One for the Heart
Q15361287	Hyrule Warriors
Q6767370	Mark Dickson
Q2714041	Álvaro Lopes Cançado
Q508196	Labid Khalifa
Q7693691	Ted Sadowski
Q5271548	Diane Ravitch
Q8021549	Willie Hall
Q1421558	Five Iron Frenzy
Q4541592	(15302) 1992 TJ1
Q4730102	All the Best
Q615613	Der von Kürenberg
Q6818503	Mercito Gesta
Q696557	Bombing of Darwin
Q184090	Preston
Q2906961	Blood Surf
Q3530982	Siruthai
Q943995	impresario
Q39578	Qormi
Q1066858	Tiffany & Co.
Q1058003	Bille Woodruff
Q7749043	The Lover in Me
Q17030258	The Valley of Bones
Q7270879	Queensland
Q385343	Boreal Chickadee
Q7236322	Power Golf
Q13426372	Intimate Parts
Q2468169	Witching Hour
Q49191	Portsmouth
Q2734053	Miloš Krstić
Q6012089	In the Eye of the Storm
Q2467529	Lexie Grey
Q763043	David Thompson
Q11899996	Stanley Brock
Q303887	A Boy Named Charlie Brown
Q574663	Anti-Flag
Q705216	House of the Dead
Q7405215	Sally Mansfield
Q434337	Bushrod Johnson
Q1405367	Ralph Fox
Q1373377	Rakesh Roshan
Q8000293	Wilco Live: Ashes of American Flags
Q506376	Kosciusko County
Q1748066	The Lamb Lies Down on Broadway
Q15505371	Dan Abrams
Q35581	Hokkaido
Q5662915	Haroon
Q502411	Lexington County
Q479275	Abandon
Q1278371	Easy Rider
Q2601272	Of Wars in Osyrhia
Q1059416	Beyond Outrage
Q470252	Arlene Francis
Q1537132	Peter Pan
Q7522584	Sing, Sinner, Sing
Q7822720	Tony Kishman
Q6886533	Moazzam Begg
Q481325	Siege of Philippsburg
Q3261679	Arnhem
Q5533241	Genitallica
Q16244301	Blood Speaks
Q7614330	Steve Wilson
Q443154	Roberta Anastase
Q160219	Stephenie Meyer
Q40074	School Ties
Q17039550	Light's Diamond Jubilee
Q11221556	Frank Le Blond Kloeb
Q6483331	Lance Blankenship
Q5537247	George Brant Bridgman
Q15515082	Silver Canyon
Q82238	Cliff Richard
Q179257	Timbaland
Q4043878	Mechanical Poet
Q653637	8123 Canaletto
Q4700	Claude Debussy
Q522107	Junípero Serra
Q709823	9528 Küppers
Q1217565	Troop Beverly Hills
Q7292110	Randy Brown
Q12127256	Runaway Railway
Q5223114	Dark Adventure
Q6183297	Jerry Boyarsky
Q7153885	Paul Swift
Q7153542	Paul Shapiro
Q548749	24761 Ahau
Q5601116	Diamond Rio - Greatest Hits
Q365794	Adolphe Perraud
Q1062852	13964 La Billardière
Q427192	Way Back Home
Q7606090	Stefan G. Bucher
Q160534	Jack Kerouac
Q172629	Chuck Weyant
Q497036	Dean Cundey
Q6174188	Jeff Jones
Q1572516	Magdalena de Kino
Q3011358	DJ Vadim
Q248972	Tom and Jerry Kids Show
Q1511923	Operation Harekate Yolo
Q481331	Matias Faldbakken
Q7444512	Secrets of an Actress
Q1346258	The Box
Q1067963	Visor om slutet
Q5427936	Fables (Lobel book)
Q2276949	Robbie Baldwin
Q1557461	Kishen Kanhaiya
Q4717878	Alex Taylor
Q6717366	MP da Last Don
Q7732912	The Eye and the Finger
Q5994	piano
Q650906	Giovanni della Casa
Q2732	Norma Stitz
Q6107168	J. T. Buck
Q24861	Albany
Q62622	Helmut Lent
Q482827	William Colby
Q5637809	The Night Watchman
Q16251496	Honor Diaries
Q88197	Rudolf Much
Q176068	Taylor County
